country,vegetable,price,available_stock,daily_demand,freshness_age,shelf_life_days,remaining_life,supply_demand_gap,harvest_month,harvest_dayofweek,harvest_quarter,wastage_risk_enc,stock_demand_ratio,life_used_ratio,days_to_expire,predicted_14day_demand,stock_after_14days,shortage_in_14days,potential_wastage_units,expires_before_14days,freshness_pct_remaining,price_demand_ratio,overstock_flag
1,9,83.51,396,433,14,25,11,-37,3,5,1,1,0.9124423963133641,0.5384615384615384,11,6062,-5666,1,0,1,42.30769230769231,0.1924193548387097,0
0,5,57.51,264,488,7,16,9,-224,12,4,4,1,0.5398773006134969,0.4117647058823529,9,6832,-6568,1,0,1,52.94117647058824,0.11760736196319017,0
0,5,64.99,118,302,1,16,15,-184,1,0,1,1,0.38943894389438943,0.058823529411764705,15,4228,-4110,1,0,0,88.23529411764706,0.21448844884488447,0
0,4,122.0,429,186,1,17,16,243,2,2,1,1,2.2941176470588234,0.05555555555555555,16,2604,-2175,1,0,0,88.88888888888889,0.6524064171122995,0
0,9,186.61,301,488,4,21,17,-187,11,3,4,1,0.6155419222903885,0.18181818181818182,17,6832,-6531,1,0,0,77.27272727272727,0.3816155419222904,0
1,9,93.97,464,169,5,6,1,295,8,6,3,0,2.7294117647058824,0.7142857142857143,1,2366,-1902,1,0,1,14.285714285714285,0.5527647058823529,0
1,1,31.56,178,165,12,20,8,13,7,6,3,1,1.072289156626506,0.5714285714285714,8,2310,-2132,1,0,1,38.095238095238095,0.19012048192771083,0
1,9,42.52,511,91,19,20,1,420,2,6,1,0,5.554347826086956,0.9047619047619048,1,1274,-763,1,0,1,4.761904761904762,0.46217391304347827,1
0,0,44.75,410,418,5,18,13,-8,3,2,1,1,0.9785202863961814,0.2631578947368421,13,5852,-5442,1,0,1,68.42105263157895,0.10680190930787589,0
1,9,183.04,519,469,2,25,23,50,4,4,2,1,1.1042553191489362,0.07692307692307693,23,6566,-6047,1,0,0,88.46153846153845,0.3894468085106383,0
1,6,155.75,289,398,6,15,9,-109,11,4,4,1,0.7243107769423559,0.375,9,5572,-5283,1,0,1,56.25,0.39035087719298245,0
0,5,94.75,596,256,6,21,15,340,11,2,4,1,2.3190661478599224,0.2727272727272727,15,3584,-2988,1,0,0,68.18181818181817,0.36867704280155644,0
1,2,119.1,72,262,23,28,5,-190,7,4,3,2,0.2737642585551331,0.7931034482758621,5,3668,-3596,1,0,1,17.24137931034483,0.4528517110266159,0
0,5,104.76,86,452,5,27,22,-366,3,6,1,1,0.18984547461368653,0.17857142857142858,22,6328,-6242,1,0,0,78.57142857142857,0.23125827814569538,0
1,7,121.47,446,59,25,27,2,387,8,0,3,0,7.433333333333334,0.8928571428571429,2,826,-380,1,0,1,7.142857142857142,2.0245,1
1,7,164.24,484,290,19,24,5,194,6,3,2,2,1.6632302405498283,0.76,5,4060,-3576,1,0,1,20.0,0.5643986254295533,0
0,1,197.27,258,247,2,12,10,11,6,1,2,1,1.0403225806451613,0.15384615384615385,10,3458,-3200,1,0,1,76.92307692307693,0.7954435483870969,0
0,8,124.37,96,81,2,5,3,15,12,2,4,2,1.170731707317073,0.3333333333333333,3,1134,-1038,1,0,1,50.0,1.5167073170731709,0
1,6,153.39,399,135,16,23,7,264,10,1,4,1,2.9338235294117645,0.6666666666666666,7,1890,-1491,1,0,1,29.166666666666668,1.1278676470588234,0
1,3,82.9,578,89,6,10,4,489,5,2,2,2,6.4222222222222225,0.5454545454545454,4,1246,-668,1,0,1,36.36363636363637,0.9211111111111112,1
0,3,137.51,163,36,5,16,11,127,11,6,4,1,4.405405405405405,0.29411764705882354,11,504,-341,1,0,1,64.70588235294117,3.7164864864864864,1
0,5,126.24,398,267,4,13,9,131,3,1,1,1,1.4850746268656716,0.2857142857142857,9,3738,-3340,1,0,1,64.28571428571429,0.471044776119403,0
1,6,118.66,552,371,2,5,3,181,9,4,3,2,1.4838709677419355,0.3333333333333333,3,5194,-4642,1,0,1,50.0,0.3189784946236559,0
0,7,33.78,415,187,6,24,18,228,5,2,2,1,2.2074468085106385,0.24,18,2618,-2203,1,0,0,72.0,0.1796808510638298,0
0,2,140.59,443,87,8,10,2,356,4,0,2,0,5.034090909090909,0.7272727272727273,2,1218,-775,1,0,1,18.181818181818183,1.5976136363636364,1
1,9,110.58,77,377,9,18,9,-300,1,3,1,1,0.2037037037037037,0.47368421052631576,9,5278,-5201,1,0,1,47.368421052631575,0.29253968253968254,0
0,4,63.57,315,405,17,27,10,-90,1,3,1,1,0.7758620689655172,0.6071428571428571,10,5670,-5355,1,0,1,35.714285714285715,0.15657635467980296,0
1,4,117.54,95,226,9,10,1,-131,5,2,2,2,0.4185022026431718,0.8181818181818182,1,3164,-3069,1,0,1,9.090909090909092,0.5177973568281938,0
0,7,180.29,532,202,3,15,12,330,4,0,2,1,2.6206896551724137,0.1875,12,2828,-2296,1,0,1,75.0,0.8881280788177339,0
0,3,54.28,304,456,13,16,3,-152,10,5,4,2,0.6652078774617067,0.7647058823529411,3,6384,-6080,1,0,1,17.647058823529413,0.1187746170678337,0
1,6,112.77,113,112,7,18,11,1,5,2,2,1,1.0,0.3684210526315789,11,1568,-1455,1,0,1,57.89473684210527,0.9979646017699114,0
0,6,139.37,495,125,8,12,4,370,9,1,3,2,3.9285714285714284,0.6153846153846154,4,1750,-1255,1,0,1,30.76923076923077,1.106111111111111,0
1,5,161.55,596,402,5,26,21,194,6,1,2,1,1.478908188585608,0.18518518518518517,21,5628,-5032,1,0,0,77.77777777777779,0.40086848635235733,0
1,3,176.25,465,359,15,24,9,106,10,0,4,1,1.2916666666666667,0.6,9,5026,-4561,1,0,1,36.0,0.4895833333333333,0
1,6,109.25,423,472,16,23,7,-49,10,5,4,1,0.8942917547568711,0.6666666666666666,7,6608,-6185,1,0,1,29.166666666666668,0.2309725158562368,0
1,1,179.53,476,146,2,18,16,330,6,5,2,1,3.238095238095238,0.10526315789473684,16,2044,-1568,1,0,0,84.21052631578947,1.2212925170068027,0
0,9,27.5,131,293,6,22,16,-162,9,6,3,1,0.445578231292517,0.2608695652173913,16,4102,-3971,1,0,0,69.56521739130434,0.0935374149659864,0
0,0,64.08,317,401,3,28,25,-84,9,5,3,1,0.7885572139303483,0.10344827586206896,25,5614,-5297,1,0,0,86.20689655172413,0.15940298507462686,0
1,7,23.22,268,433,0,8,8,-165,4,5,2,1,0.6175115207373272,0.0,8,6062,-5794,1,0,1,88.88888888888889,0.053502304147465436,0
0,8,173.46,404,236,5,6,1,168,2,0,1,0,1.7046413502109705,0.7142857142857143,1,3304,-2900,1,0,1,14.285714285714285,0.7318987341772152,0
0,0,147.31,353,189,15,28,13,164,2,1,1,1,1.8578947368421053,0.5172413793103449,13,2646,-2293,1,0,1,44.827586206896555,0.7753157894736842,0
0,0,52.99,413,268,20,29,9,145,1,0,1,1,1.5353159851301115,0.6666666666666666,9,3752,-3339,1,0,1,30.0,0.19698884758364313,0
0,4,114.84,155,499,4,13,9,-344,9,4,3,1,0.31,0.2857142857142857,9,6986,-6831,1,0,1,64.28571428571429,0.22968,0
1,5,66.34,72,477,10,12,2,-405,10,0,4,2,0.1506276150627615,0.7692307692307693,2,6678,-6606,1,0,1,15.384615384615385,0.1387866108786611,0
1,3,179.58,442,36,10,14,4,406,2,2,1,2,11.945945945945946,0.6666666666666666,4,504,-62,1,0,1,26.666666666666668,4.853513513513514,1
1,2,27.77,542,112,0,23,23,430,8,4,3,1,4.79646017699115,0.0,23,1568,-1026,1,0,0,95.83333333333334,0.24575221238938053,1
0,4,163.82,374,390,18,25,7,-16,7,2,3,1,0.9565217391304348,0.6923076923076923,7,5460,-5086,1,0,1,26.923076923076923,0.4189769820971867,0
1,1,54.19,382,284,5,22,17,98,8,5,3,1,1.3403508771929824,0.21739130434782608,17,3976,-3594,1,0,0,73.91304347826086,0.19014035087719297,0
0,9,39.59,370,451,2,6,4,-81,2,5,1,2,0.8185840707964602,0.2857142857142857,4,6314,-5944,1,0,1,57.14285714285714,0.08758849557522125,0
0,6,64.04,120,333,1,10,9,-213,9,0,3,1,0.3592814371257485,0.09090909090909091,9,4662,-4542,1,0,1,81.81818181818183,0.1917365269461078,0
1,5,41.97,100,445,12,24,12,-345,4,5,2,1,0.2242152466367713,0.48,12,6230,-6130,1,0,1,48.0,0.09410313901345291,0
1,3,51.57,394,52,5,9,4,342,11,5,4,2,7.433962264150943,0.5,4,728,-334,1,0,1,40.0,0.9730188679245283,1
1,6,90.95,432,251,23,24,1,181,12,2,4,0,1.7142857142857142,0.92,1,3514,-3082,1,0,1,4.0,0.3609126984126984,0
0,3,166.38,424,44,0,5,5,380,11,5,4,2,9.422222222222222,0.0,5,616,-192,1,0,1,83.33333333333334,3.6973333333333334,1
0,3,196.74,334,66,2,10,8,268,8,6,3,1,4.985074626865671,0.18181818181818182,8,924,-590,1,0,1,72.72727272727273,2.9364179104477612,1
0,9,45.79,342,399,15,21,6,-57,5,1,2,1,0.855,0.6818181818181818,6,5586,-5244,1,0,1,27.27272727272727,0.114475,0
1,0,166.65,490,390,3,9,6,100,2,1,1,1,1.2531969309462916,0.3,6,5460,-4970,1,0,1,60.0,0.4262148337595908,0
1,8,92.31,378,78,2,15,13,300,7,0,3,1,4.784810126582278,0.125,13,1092,-714,1,0,1,81.25,1.168481012658228,1
1,6,34.04,505,353,2,8,6,152,11,6,4,1,1.426553672316384,0.2222222222222222,6,4942,-4437,1,0,1,66.66666666666666,0.09615819209039547,0
0,7,37.62,560,70,3,8,5,490,2,6,1,2,7.887323943661972,0.3333333333333333,5,980,-420,1,0,1,55.55555555555556,0.5298591549295775,1
0,7,113.39,526,176,1,17,16,350,9,5,3,1,2.9717514124293785,0.05555555555555555,16,2464,-1938,1,0,0,88.88888888888889,0.6406214689265537,0
0,0,105.94,224,146,16,23,7,78,9,2,3,1,1.5238095238095237,0.6666666666666666,7,2044,-1820,1,0,1,29.166666666666668,0.7206802721088436,0
0,7,125.05,426,196,6,7,1,230,4,1,2,0,2.1624365482233503,0.75,1,2744,-2318,1,0,1,12.5,0.6347715736040609,0
1,3,58.98,401,296,12,15,3,105,6,4,2,2,1.3501683501683501,0.75,3,4144,-3743,1,0,1,18.75,0.1985858585858586,0
0,0,111.72,419,102,21,23,2,317,1,4,1,0,4.067961165048544,0.875,2,1428,-1009,1,0,1,8.333333333333332,1.0846601941747573,1
1,9,46.67,328,479,18,27,9,-151,10,5,4,1,0.6833333333333333,0.6428571428571429,9,6706,-6378,1,0,1,32.142857142857146,0.09722916666666667,0
0,8,169.95,148,237,1,6,5,-89,1,5,1,2,0.6218487394957983,0.14285714285714285,5,3318,-3170,1,0,1,71.42857142857143,0.7140756302521007,0
0,5,169.52,242,57,1,16,15,185,2,5,1,1,4.172413793103448,0.058823529411764705,15,798,-556,1,0,0,88.23529411764706,2.922758620689655,1
0,6,78.76,323,129,2,11,9,194,5,5,2,1,2.4846153846153847,0.16666666666666666,9,1806,-1483,1,0,1,75.0,0.6058461538461539,0
1,3,137.79,336,170,3,8,5,166,9,0,3,2,1.9649122807017543,0.3333333333333333,5,2380,-2044,1,0,1,55.55555555555556,0.8057894736842105,0
0,6,37.21,578,72,8,9,1,506,3,3,1,0,7.917808219178082,0.8,1,1008,-430,1,0,1,10.0,0.5097260273972603,1
1,5,28.19,577,426,7,17,10,151,6,0,2,1,1.351288056206089,0.3888888888888889,10,5964,-5387,1,0,1,55.55555555555556,0.06601873536299765,0
1,8,119.13,522,161,6,7,1,361,5,5,2,0,3.2222222222222223,0.75,1,2254,-1732,1,0,1,12.5,0.7353703703703703,0
0,0,52.34,224,338,0,5,5,-114,9,6,3,2,0.6607669616519174,0.0,5,4732,-4508,1,0,1,83.33333333333334,0.1543952802359882,0
1,8,156.45,254,209,15,20,5,45,12,6,4,2,1.2095238095238094,0.7142857142857143,5,2926,-2672,1,0,1,23.809523809523807,0.745,0
1,2,186.22,530,30,10,11,1,500,10,5,4,0,17.096774193548388,0.8333333333333334,1,420,110,0,110,1,8.333333333333332,6.007096774193548,1
1,2,46.82,591,367,11,22,11,224,9,4,3,1,1.6059782608695652,0.4782608695652174,11,5138,-4547,1,0,1,47.82608695652174,0.1272282608695652,0
1,1,33.51,172,91,1,28,27,81,7,6,3,1,1.8695652173913044,0.034482758620689655,27,1274,-1102,1,0,0,93.10344827586206,0.36423913043478257,0
1,6,39.51,231,192,5,11,6,39,8,5,3,1,1.1968911917098446,0.4166666666666667,6,2688,-2457,1,0,1,50.0,0.20471502590673574,0
1,2,21.57,416,182,1,6,5,234,12,3,4,2,2.273224043715847,0.14285714285714285,5,2548,-2132,1,0,1,71.42857142857143,0.11786885245901639,0
1,8,180.81,387,240,5,16,11,147,4,5,2,1,1.6058091286307055,0.29411764705882354,11,3360,-2973,1,0,1,64.70588235294117,0.7502489626556017,0
1,6,88.9,111,341,3,28,25,-230,8,6,3,1,0.32456140350877194,0.10344827586206896,25,4774,-4663,1,0,0,86.20689655172413,0.25994152046783625,0
1,1,46.72,248,467,4,11,7,-219,11,6,4,1,0.5299145299145299,0.3333333333333333,7,6538,-6290,1,0,1,58.333333333333336,0.09982905982905983,0
1,6,131.47,391,123,3,9,6,268,4,5,2,1,3.153225806451613,0.3,6,1722,-1331,1,0,1,60.0,1.060241935483871,0
1,8,139.51,174,98,19,26,7,76,6,0,2,1,1.7575757575757576,0.7037037037037037,7,1372,-1198,1,0,1,25.925925925925924,1.409191919191919,0
0,2,179.47,556,148,12,15,3,408,10,0,4,2,3.7315436241610738,0.75,3,2072,-1516,1,0,1,18.75,1.204496644295302,0
1,7,74.69,292,113,4,5,1,179,9,0,3,0,2.56140350877193,0.6666666666666666,1,1582,-1290,1,0,1,16.666666666666664,0.6551754385964912,0
0,5,181.7,477,318,15,21,6,159,10,5,4,1,1.4952978056426331,0.6818181818181818,6,4452,-3975,1,0,1,27.27272727272727,0.5695924764890282,0
0,1,179.13,290,499,6,9,3,-209,9,6,3,2,0.58,0.6,3,6986,-6696,1,0,1,30.0,0.35825999999999997,0
1,2,170.42,223,448,0,20,20,-225,6,2,2,1,0.49665924276169265,0.0,20,6272,-6049,1,0,0,95.23809523809523,0.379554565701559,0
0,3,51.02,176,290,2,16,14,-114,11,4,4,1,0.6048109965635738,0.11764705882352941,14,4060,-3884,1,0,0,82.35294117647058,0.17532646048109968,0
0,9,174.96,491,496,0,8,8,-5,2,1,1,1,0.9879275653923542,0.0,8,6944,-6453,1,0,1,88.88888888888889,0.35203219315895373,0
1,5,44.33,429,272,0,12,12,157,1,6,1,1,1.5714285714285714,0.0,12,3808,-3379,1,0,1,92.3076923076923,0.16238095238095238,0
0,1,35.15,131,246,16,18,2,-115,4,5,2,2,0.5303643724696356,0.8421052631578947,2,3444,-3313,1,0,1,10.526315789473683,0.1423076923076923,0
1,3,182.66,422,282,7,14,7,140,10,3,4,1,1.4911660777385158,0.4666666666666667,7,3948,-3526,1,0,1,46.666666666666664,0.6454416961130742,0
1,7,33.16,243,123,6,10,4,120,9,0,3,2,1.9596774193548387,0.5454545454545454,4,1722,-1479,1,0,1,36.36363636363637,0.26741935483870966,0
1,3,89.17,321,154,16,19,3,167,7,1,3,2,2.0709677419354837,0.8,3,2156,-1835,1,0,1,15.0,0.5752903225806452,0
0,1,183.54,112,250,21,26,5,-138,9,6,3,2,0.44621513944223107,0.7777777777777778,5,3500,-3388,1,0,1,18.51851851851852,0.7312350597609562,0
0,5,71.0,161,301,6,12,6,-140,12,2,4,1,0.5331125827814569,0.46153846153846156,6,4214,-4053,1,0,1,46.15384615384615,0.23509933774834438,0
0,1,67.62,437,150,0,7,7,287,5,2,2,1,2.8940397350993377,0.0,7,2100,-1663,1,0,1,87.5,0.44781456953642385,0
0,0,158.98,263,456,1,14,13,-193,4,3,2,1,0.5754923413566739,0.06666666666666667,13,6384,-6121,1,0,1,86.66666666666667,0.34787746170678335,0
0,6,113.97,107,377,10,18,8,-270,9,4,3,1,0.2830687830687831,0.5263157894736842,8,5278,-5171,1,0,1,42.10526315789473,0.3015079365079365,0
1,7,38.0,158,366,1,28,27,-208,10,6,4,1,0.4305177111716621,0.034482758620689655,27,5124,-4966,1,0,0,93.10344827586206,0.10354223433242507,0
1,9,76.29,393,351,11,15,4,42,9,4,3,2,1.1164772727272727,0.6875,4,4914,-4521,1,0,1,25.0,0.21673295454545458,0
1,4,198.69,207,63,5,27,22,144,4,1,2,1,3.234375,0.17857142857142858,22,882,-675,1,0,0,78.57142857142857,3.10453125,0
0,6,87.24,233,31,1,9,8,202,12,6,4,1,7.28125,0.1,8,434,-201,1,0,1,80.0,2.72625,1
0,4,157.12,234,135,14,16,2,99,2,4,1,0,1.7205882352941178,0.8235294117647058,2,1890,-1656,1,0,1,11.76470588235294,1.1552941176470588,0
1,9,166.4,276,207,2,8,6,69,10,5,4,1,1.3269230769230769,0.2222222222222222,6,2898,-2622,1,0,1,66.66666666666666,0.8,0
0,2,91.32,157,211,7,14,7,-54,2,2,1,1,0.7405660377358491,0.4666666666666667,7,2954,-2797,1,0,1,46.666666666666664,0.43075471698113205,0
1,3,183.14,365,293,7,25,18,72,5,0,2,1,1.2414965986394557,0.2692307692307692,18,4102,-3737,1,0,0,69.23076923076923,0.6229251700680272,0
1,9,194.76,293,105,8,23,15,188,6,6,2,1,2.7641509433962264,0.3333333333333333,15,1470,-1177,1,0,0,62.5,1.8373584905660376,0
0,0,47.39,352,331,1,11,10,21,5,2,2,1,1.0602409638554218,0.08333333333333333,10,4634,-4282,1,0,1,83.33333333333334,0.14274096385542168,0
1,3,25.67,479,415,5,7,2,64,6,1,2,2,1.1514423076923077,0.625,2,5810,-5331,1,0,1,25.0,0.06170673076923077,0
1,7,152.49,194,61,8,20,12,133,1,0,1,1,3.129032258064516,0.38095238095238093,12,854,-660,1,0,1,57.14285714285714,2.459516129032258,0
1,9,122.5,69,93,11,12,1,-24,6,2,2,2,0.7340425531914894,0.8461538461538461,1,1302,-1233,1,0,1,7.6923076923076925,1.303191489361702,0
0,1,48.69,131,407,9,10,1,-276,1,0,1,2,0.32107843137254904,0.8181818181818182,1,5698,-5567,1,0,1,9.090909090909092,0.11933823529411765,0
1,5,141.86,288,290,14,26,12,-2,7,0,3,1,0.9896907216494846,0.5185185185185185,12,4060,-3772,1,0,1,44.44444444444444,0.48749140893470794,0
0,9,37.41,328,123,14,20,6,205,12,5,4,1,2.6451612903225805,0.6666666666666666,6,1722,-1394,1,0,1,28.57142857142857,0.3016935483870967,0
0,7,69.49,493,231,1,8,7,262,12,1,4,1,2.125,0.1111111111111111,7,3234,-2741,1,0,1,77.77777777777779,0.2995258620689655,0
0,6,170.66,60,338,14,21,7,-278,6,0,2,1,0.17699115044247787,0.6363636363636364,7,4732,-4672,1,0,1,31.818181818181817,0.5034218289085546,0
1,8,37.45,100,289,27,29,2,-189,5,4,2,2,0.3448275862068966,0.9,2,4046,-3946,1,0,1,6.666666666666667,0.12913793103448276,0
0,0,139.57,67,247,2,11,9,-180,4,0,2,1,0.2701612903225806,0.16666666666666666,9,3458,-3391,1,0,1,75.0,0.5627822580645161,0
1,6,161.11,394,258,10,12,2,136,8,6,3,0,1.5212355212355213,0.7692307692307693,2,3612,-3218,1,0,1,15.384615384615385,0.6220463320463321,0
1,0,125.74,428,496,7,29,22,-68,1,6,1,1,0.8611670020120724,0.23333333333333334,22,6944,-6516,1,0,0,73.33333333333333,0.2529979879275654,0
0,6,155.42,129,320,5,16,11,-191,1,1,1,1,0.40186915887850466,0.29411764705882354,11,4480,-4351,1,0,1,64.70588235294117,0.4841744548286604,0
1,4,180.39,581,382,14,18,4,199,2,6,1,2,1.516971279373368,0.7368421052631579,4,5348,-4767,1,0,1,21.052631578947366,0.4709921671018276,0
0,7,186.27,322,235,10,12,2,87,12,1,4,0,1.3644067796610169,0.7692307692307693,2,3290,-2968,1,0,1,15.384615384615385,0.7892796610169492,0
0,1,83.15,97,497,2,12,10,-400,7,6,3,1,0.19477911646586346,0.15384615384615385,10,6958,-6861,1,0,1,76.92307692307693,0.16696787148594378,0
1,6,152.77,156,402,2,18,16,-246,7,2,3,1,0.3870967741935484,0.10526315789473684,16,5628,-5472,1,0,0,84.21052631578947,0.37908188585607944,0
0,1,74.76,117,267,15,16,1,-150,7,1,3,2,0.43656716417910446,0.8823529411764706,1,3738,-3621,1,0,1,5.88235294117647,0.278955223880597,0
1,7,68.5,478,130,8,9,1,348,3,4,1,0,3.648854961832061,0.8,1,1820,-1342,1,0,1,10.0,0.5229007633587787,0
1,8,78.42,405,469,3,5,2,-64,12,0,4,2,0.8617021276595744,0.5,2,6566,-6161,1,0,1,33.33333333333333,0.16685106382978723,0
1,1,64.06,475,167,10,28,18,308,7,5,3,1,2.8273809523809526,0.3448275862068966,18,2338,-1863,1,0,0,62.06896551724138,0.3813095238095238,0
0,4,160.28,103,242,16,27,11,-139,10,3,4,1,0.42386831275720166,0.5714285714285714,11,3388,-3285,1,0,1,39.285714285714285,0.6595884773662551,0
0,1,63.75,348,169,3,5,2,179,6,6,2,0,2.0470588235294116,0.5,2,2366,-2018,1,0,1,33.33333333333333,0.375,0
0,3,96.16,215,127,9,22,13,88,9,1,3,1,1.6796875,0.391304347826087,13,1778,-1563,1,0,1,56.52173913043478,0.75125,0
1,1,94.4,299,134,6,17,11,165,2,0,1,1,2.214814814814815,0.3333333333333333,11,1876,-1577,1,0,1,61.111111111111114,0.6992592592592592,0
1,0,95.11,430,393,9,12,3,37,12,0,4,2,1.0913705583756346,0.6923076923076923,3,5502,-5072,1,0,1,23.076923076923077,0.24139593908629442,0
1,6,35.07,164,202,16,27,11,-38,1,4,1,1,0.8078817733990148,0.5714285714285714,11,2828,-2664,1,0,1,39.285714285714285,0.17275862068965517,0
1,9,131.33,79,336,9,19,10,-257,3,4,1,1,0.2344213649851632,0.45,10,4704,-4625,1,0,1,50.0,0.38970326409495554,0
1,8,122.72,75,297,3,9,6,-222,9,5,3,1,0.2516778523489933,0.3,6,4158,-4083,1,0,1,60.0,0.41181208053691276,0
1,6,173.89,388,94,23,26,3,294,12,6,4,2,4.08421052631579,0.8518518518518519,3,1316,-928,1,0,1,11.11111111111111,1.8304210526315787,1
0,0,24.03,151,164,11,24,13,-13,10,6,4,1,0.9151515151515152,0.44,13,2296,-2145,1,0,1,52.0,0.14563636363636365,0
1,2,143.62,548,484,9,18,9,64,2,6,1,1,1.1298969072164948,0.47368421052631576,9,6776,-6228,1,0,1,47.368421052631575,0.2961237113402062,0
1,7,70.16,375,127,10,23,13,248,2,3,1,1,2.9296875,0.4166666666666667,13,1778,-1403,1,0,1,54.166666666666664,0.548125,0
1,8,49.21,318,247,3,5,2,71,2,4,1,2,1.282258064516129,0.5,2,3458,-3140,1,0,1,33.33333333333333,0.1984274193548387,0
0,6,135.95,53,97,22,25,3,-44,8,1,3,2,0.5408163265306123,0.8461538461538461,3,1358,-1305,1,0,1,11.538461538461538,1.3872448979591836,0
1,7,166.37,100,450,9,12,3,-350,1,0,1,2,0.22172949002217296,0.6923076923076923,3,6300,-6200,1,0,1,23.076923076923077,0.36889135254988914,0
1,2,94.2,192,410,13,28,15,-218,4,6,2,1,0.46715328467153283,0.4482758620689655,15,5740,-5548,1,0,0,51.724137931034484,0.2291970802919708,0
0,2,40.26,442,350,7,13,6,92,2,0,1,1,1.2592592592592593,0.5,6,4900,-4458,1,0,1,42.857142857142854,0.1147008547008547,0
0,7,178.97,349,421,1,8,7,-72,3,3,1,1,0.8270142180094787,0.1111111111111111,7,5894,-5545,1,0,1,77.77777777777779,0.4240995260663507,0
0,4,55.27,586,216,16,22,6,370,5,4,2,1,2.7004608294930876,0.6956521739130435,6,3024,-2438,1,0,1,26.08695652173913,0.2547004608294931,0
0,7,40.05,565,193,10,17,7,372,12,5,4,1,2.9123711340206184,0.5555555555555556,7,2702,-2137,1,0,1,38.88888888888889,0.20644329896907215,0
1,6,139.61,426,39,4,5,1,387,4,4,2,0,10.65,0.6666666666666666,1,546,-120,1,0,1,16.666666666666664,3.4902500000000005,1
0,0,164.25,549,443,26,27,1,106,8,6,3,0,1.2364864864864864,0.9285714285714286,1,6202,-5653,1,0,1,3.571428571428571,0.36993243243243246,0
0,4,99.75,210,291,6,10,4,-81,5,2,2,2,0.7191780821917808,0.5454545454545454,4,4074,-3864,1,0,1,36.36363636363637,0.3416095890410959,0
1,5,179.09,207,386,8,21,13,-179,11,1,4,1,0.5348837209302325,0.36363636363636365,13,5404,-5197,1,0,1,59.09090909090909,0.46276485788113697,0
1,4,68.36,442,286,5,25,20,156,9,1,3,1,1.5400696864111498,0.19230769230769232,20,4004,-3562,1,0,0,76.92307692307693,0.23818815331010454,0
1,7,112.83,547,316,4,6,2,231,5,4,2,0,1.725552050473186,0.5714285714285714,2,4424,-3877,1,0,1,28.57142857142857,0.35593059936908517,0
1,8,49.74,441,56,0,5,5,385,6,6,2,2,7.7368421052631575,0.0,5,784,-343,1,0,1,83.33333333333334,0.8726315789473684,1
1,4,160.1,416,331,2,21,19,85,8,1,3,1,1.2530120481927711,0.09090909090909091,19,4634,-4218,1,0,0,86.36363636363636,0.4822289156626506,0
0,4,57.06,196,209,11,13,2,-13,1,1,1,2,0.9333333333333333,0.7857142857142857,2,2926,-2730,1,0,1,14.285714285714285,0.27171428571428574,0
0,7,77.56,398,46,14,18,4,352,12,6,4,2,8.46808510638298,0.7368421052631579,4,644,-246,1,0,1,21.052631578947366,1.6502127659574468,1
0,8,68.44,127,364,11,17,6,-237,11,1,4,1,0.34794520547945207,0.6111111111111112,6,5096,-4969,1,0,1,33.33333333333333,0.18750684931506847,0
0,5,180.84,248,116,2,11,9,132,12,0,4,1,2.1196581196581197,0.16666666666666666,9,1624,-1376,1,0,1,75.0,1.5456410256410256,0
0,1,109.97,146,384,0,10,10,-238,8,3,3,1,0.37922077922077924,0.0,10,5376,-5230,1,0,1,90.9090909090909,0.28563636363636363,0
1,5,25.09,320,85,11,29,18,235,11,6,4,1,3.7209302325581395,0.36666666666666664,18,1190,-870,1,0,0,60.0,0.29174418604651164,0
1,2,101.52,125,82,6,21,15,43,2,6,1,1,1.5060240963855422,0.2727272727272727,15,1148,-1023,1,0,0,68.18181818181817,1.2231325301204818,0
1,6,49.78,195,299,9,13,4,-104,3,2,1,2,0.65,0.6428571428571429,4,4186,-3991,1,0,1,28.57142857142857,0.16593333333333335,0
1,8,54.15,507,34,5,13,8,473,1,1,1,1,14.485714285714286,0.35714285714285715,8,476,31,0,31,1,57.14285714285714,1.5471428571428572,1
0,7,155.92,389,194,14,15,1,195,10,3,4,0,1.994871794871795,0.875,1,2716,-2327,1,0,1,6.25,0.7995897435897436,0
1,3,37.67,411,193,3,10,7,218,8,1,3,1,2.118556701030928,0.2727272727272727,7,2702,-2291,1,0,1,63.63636363636363,0.19417525773195876,0
1,1,123.02,123,261,3,10,7,-138,8,2,3,1,0.46946564885496184,0.2727272727272727,7,3654,-3531,1,0,1,63.63636363636363,0.46954198473282444,0
0,5,73.46,386,301,8,11,3,85,5,5,2,2,1.2781456953642385,0.6666666666666666,3,4214,-3828,1,0,1,25.0,0.24324503311258275,0
1,8,68.34,540,171,4,17,13,369,10,4,4,1,3.13953488372093,0.2222222222222222,13,2394,-1854,1,0,1,72.22222222222221,0.39732558139534885,0
0,4,148.41,421,162,1,7,6,259,11,6,4,1,2.5828220858895707,0.125,6,2268,-1847,1,0,1,75.0,0.9104907975460123,0
0,3,20.1,259,422,23,25,2,-163,3,5,1,2,0.6122931442080378,0.8846153846153846,2,5908,-5649,1,0,1,7.6923076923076925,0.04751773049645391,0
1,8,150.81,506,479,5,26,21,27,12,4,4,1,1.0541666666666667,0.18518518518518517,21,6706,-6200,1,0,0,77.77777777777779,0.3141875,0
